period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales
2023-12,LA,Louisiana,OTH,other,,,,
2023-12,ME,Maine,OTH,other,,,,
2023-12,MD,Maryland,OTH,other,,,,
2023-12,MA,Massachusetts,OTH,other,,,,
2023-12,MI,Michigan,OTH,other,,,,
2024-01,IA,Iowa,OTH,other,,,,
2024-01,KS,Kansas,OTH,other,,,,
2024-01,KY,Kentucky,OTH,other,,,,
2024-01,LA,Louisiana,OTH,other,,,,
2024-07,MA,Massachusetts,OTH,other,,,,
2024-07,MI,Michigan,OTH,other,,,,
2024-07,MN,Minnesota,OTH,other,,,,
2024-07,MS,Mississippi,OTH,other,,,,
2024-07,MO,Missouri,OTH,other,,,,
2024-07,MT,Montana,OTH,other,,,,
2024-07,NE,Nebraska,OTH,other,,,,
2024-07,NV,Nevada,OTH,other,,,,
2024-07,NH,New Hampshire,OTH,other,,,,
2024-07,NJ,New Jersey,OTH,other,,,,
2024-07,NM,New Mexico,OTH,other,,,,
2024-07,AL,Alabama,OTH,other,,,,
2024-07,AK,Alaska,OTH,other,,,,
2024-07,AZ,Arizona,OTH,other,,,,
2024-07,AR,Arkansas,OTH,other,,,,
2024-07,CA,California,OTH,other,,,,
2024-07,CO,Colorado,OTH,other,,,,
2024-07,CT,Connecticut,OTH,other,,,,
2024-07,DE,Delaware,OTH,other,,,,
2024-07,DC,District of Columbia,OTH,other,,,,
2024-07,FL,Florida,OTH,other,,,,
2024-07,GA,Georgia,OTH,other,,,,
2024-07,HI,Hawaii,OTH,other,,,,
2024-07,ID,Idaho,OTH,other,,,,
2024-07,IL,Illinois,OTH,other,,,,
2024-07,IN,Indiana,OTH,other,,,,
2024-07,IA,Iowa,OTH,other,,,,
2024-07,KS,Kansas,OTH,other,,,,
2024-07,KY,Kentucky,OTH,other,,,,
2024-07,LA,Louisiana,OTH,other,,,,
2024-07,ME,Maine,OTH,other,,,,
2024-07,MD,Maryland,OTH,other,,,,
2022-09,NE,Nebraska,OTH,other,,,,
2022-09,NV,Nevada,OTH,other,,,,
2022-09,NH,New Hampshire,OTH,other,,,,
2022-09,NJ,New Jersey,OTH,other,,,,
2022-09,NY,New York,OTH,other,,,,
2022-09,NC,North Carolina,OTH,other,,,,
2022-09,ND,North Dakota,OTH,other,,,,
2022-09,OH,Ohio,OTH,other,,,,
2022-09,OK,Oklahoma,OTH,other,,,,
2022-09,OR,Oregon,OTH,other,,,,
2024-04,NEW,New England,OTH,other,,,,
2024-04,MAT,Middle Atlantic,OTH,other,,,,
2024-04,ENC,East North Central,OTH,other,,,,
2024-04,WNC,West North Central,OTH,other,,,,
2024-04,SAT,South Atlantic,OTH,other,,,,
2024-04,ESC,East South Central,OTH,other,,,,
2024-04,WSC,West South Central,OTH,other,,,,
2024-04,MTN,Mountain,OTH,other,,,,
2024-04,PACC,Pacific Contiguous,OTH,other,,,,
2024-04,PACN,Pacific Noncontiguous,OTH,other,,,,
2024-04,US,U.S. Total,OTH,other,,,,
2024-04,OK,Oklahoma,OTH,other,,,,
2024-04,OR,Oregon,OTH,other,,,,
2023-03,PACC,Pacific Contiguous,OTH,other,,,,
2023-03,PACN,Pacific Noncontiguous,OTH,other,,,,
2023-03,US,U.S. Total,OTH,other,,,,
2023-12,AL,Alabama,OTH,other,,,,
2023-12,AK,Alaska,OTH,other,,,,
2023-12,AZ,Arizona,OTH,other,,,,
2023-12,AR,Arkansas,OTH,other,,,,
2023-12,CA,California,OTH,other,,,,
2023-12,CO,Colorado,OTH,other,,,,
2023-12,CT,Connecticut,OTH,other,,,,
2023-12,DE,Delaware,OTH,other,,,,
2023-12,DC,District of Columbia,OTH,other,,,,
2023-12,FL,Florida,OTH,other,,,,
2023-12,GA,Georgia,OTH,other,,,,
2023-12,HI,Hawaii,OTH,other,,,,
2023-12,ID,Idaho,OTH,other,,,,
2023-12,IL,Illinois,OTH,other,,,,
2023-12,IN,Indiana,OTH,other,,,,
2023-12,IA,Iowa,OTH,other,,,,
2023-12,KS,Kansas,OTH,other,,,,
2023-12,KY,Kentucky,OTH,other,,,,
2009-10,NM,New Mexico,OTH,other,,,,
2009-10,NY,New York,OTH,other,,,,
2009-10,NC,North Carolina,OTH,other,,,,
2009-10,ND,North Dakota,OTH,other,,,,
2009-10,OH,Ohio,OTH,other,,,,
2009-10,OK,Oklahoma,OTH,other,,,,
2009-10,OR,Oregon,OTH,other,,,,
2009-10,PA,Pennsylvania,OTH,other,,,,
2009-10,RI,Rhode Island,OTH,other,,,,
2009-10,SC,South Carolina,OTH,other,,,,
2009-10,SD,South Dakota,OTH,other,,,,
2009-10,TN,Tennessee,OTH,other,,,,
2009-10,TX,Texas,OTH,other,,,,
2009-10,UT,Utah,OTH,other,,,,
2009-10,VT,Vermont,OTH,other,,,,
2009-10,VA,Virginia,OTH,other,,,,
2009-10,WA,Washington,OTH,other,,,,
2009-10,WV,West Virginia,OTH,other,,,,
2009-10,WI,Wisconsin,OTH,other,,,,
2009-10,WY,Wyoming,OTH,other,,,,
2009-10,NEW,New England,OTH,other,,,,
2019-12,DE,Delaware,OTH,other,,,,
2019-12,DC,District of Columbia,OTH,other,,,,
2019-12,FL,Florida,OTH,other,,,,
2008-08,WI,Wisconsin,OTH,other,,,,
2008-08,WY,Wyoming,OTH,other,,,,
2008-08,NEW,New England,OTH,other,,,,
2008-08,MAT,Middle Atlantic,OTH,other,,,,
2009-10,WSC,West South Central,OTH,other,,,,
2009-10,MTN,Mountain,OTH,other,,,,
2010-10,MTN,Mountain,OTH,other,,,,
2010-10,PACC,Pacific Contiguous,OTH,other,,,,
2010-10,PACN,Pacific Noncontiguous,OTH,other,,,,
2010-10,US,U.S. Total,OTH,other,,,,
2010-11,MS,Mississippi,OTH,other,,,,
2010-11,MO,Missouri,OTH,other,,,,
2010-11,MT,Montana,OTH,other,,,,
2008-08,ENC,East North Central,OTH,other,,,,
2008-08,WNC,West North Central,OTH,other,,,,
2008-08,SAT,South Atlantic,OTH,other,,,,
2008-08,ESC,East South Central,OTH,other,,,,
2008-08,WSC,West South Central,OTH,other,,,,
2008-08,MTN,Mountain,OTH,other,,,,
2008-08,PACC,Pacific Contiguous,OTH,other,,,,
2008-08,PACN,Pacific Noncontiguous,OTH,other,,,,
2008-08,US,U.S. Total,OTH,other,,,,
2008-09,ND,North Dakota,OTH,other,,,,
2009-10,ENC,East North Central,OTH,other,,,,
2009-10,WNC,West North Central,OTH,other,,,,
2009-10,SAT,South Atlantic,OTH,other,,,,
2009-10,ESC,East South Central,OTH,other,,,,
2009-10,MAT,Middle Atlantic,OTH,other,,,,
2008-03,MA,Massachusetts,OTH,other,,,,
2008-03,MI,Michigan,OTH,other,,,,
2008-03,MN,Minnesota,OTH,other,,,,
2008-03,MS,Mississippi,OTH,other,,,,
2008-03,MO,Missouri,OTH,other,,,,
2008-03,MT,Montana,OTH,other,,,,
2008-03,NE,Nebraska,OTH,other,,,,
2008-03,NV,Nevada,OTH,other,,,,
2008-03,NH,New Hampshire,OTH,other,,,,
2008-03,NJ,New Jersey,OTH,other,,,,
2008-03,NM,New Mexico,OTH,other,,,,
2008-03,NY,New York,OTH,other,,,,
2008-03,NC,North Carolina,OTH,other,,,,
2008-03,ND,North Dakota,OTH,other,,,,
2008-03,OH,Ohio,OTH,other,,,,
2008-03,OK,Oklahoma,OTH,other,,,,
2008-03,OR,Oregon,OTH,other,,,,
2008-03,PA,Pennsylvania,OTH,other,,,,
2008-03,RI,Rhode Island,OTH,other,,,,
2008-03,SC,South Carolina,OTH,other,,,,
2010-05,LA,Louisiana,OTH,other,,,,
2010-05,ME,Maine,OTH,other,,,,
2010-05,MD,Maryland,OTH,other,,,,
2010-06,DC,District of Columbia,OTH,other,,,,
2010-06,FL,Florida,OTH,other,,,,
2010-06,GA,Georgia,OTH,other,,,,
2010-11,WV,West Virginia,OTH,other,,,,
2010-11,WI,Wisconsin,OTH,other,,,,
2010-11,WY,Wyoming,OTH,other,,,,
2010-12,NE,Nebraska,OTH,other,,,,
2019-09,GA,Georgia,OTH,other,,,,
2019-09,HI,Hawaii,OTH,other,,,,
2019-09,ID,Idaho,OTH,other,,,,
2019-11,DE,Delaware,OTH,other,,,,
2019-11,DC,District of Columbia,OTH,other,,,,
2019-11,FL,Florida,OTH,other,,,,
2019-12,CA,California,OTH,other,,,,
2019-12,CO,Colorado,OTH,other,,,,
2019-12,CT,Connecticut,OTH,other,,,,
2008-08,RI,Rhode Island,OTH,other,,,,
2008-08,SC,South Carolina,OTH,other,,,,
2008-08,SD,South Dakota,OTH,other,,,,
2008-08,TN,Tennessee,OTH,other,,,,
2008-08,TX,Texas,OTH,other,,,,
2008-08,UT,Utah,OTH,other,,,,
2008-08,VT,Vermont,OTH,other,,,,
2008-08,VA,Virginia,OTH,other,,,,
2008-08,WA,Washington,OTH,other,,,,
2008-08,WV,West Virginia,OTH,other,,,,
2008-09,MS,Mississippi,OTH,other,,,,
2008-09,MO,Missouri,OTH,other,,,,
2008-09,MT,Montana,OTH,other,,,,
2008-09,NE,Nebraska,OTH,other,,,,
2008-09,NV,Nevada,OTH,other,,,,
2008-09,NH,New Hampshire,OTH,other,,,,
2008-09,NJ,New Jersey,OTH,other,,,,
2008-09,NM,New Mexico,OTH,other,,,,
2008-09,NY,New York,OTH,other,,,,
2008-09,NC,North Carolina,OTH,other,,,,
2008-08,NY,New York,OTH,other,,,,
2008-08,NC,North Carolina,OTH,other,,,,
2008-08,ND,North Dakota,OTH,other,,,,
2008-10,CA,California,OTH,other,,,,
2008-10,CO,Colorado,OTH,other,,,,
2008-11,AK,Alaska,OTH,other,,,,
2008-10,CT,Connecticut,OTH,other,,,,
2008-10,DE,Delaware,OTH,other,,,,
2008-10,DC,District of Columbia,OTH,other,,,,
2008-10,FL,Florida,OTH,other,,,,
2008-10,GA,Georgia,OTH,other,,,,
2008-10,HI,Hawaii,OTH,other,,,,
2008-11,AZ,Arizona,OTH,other,,,,
2008-11,AR,Arkansas,OTH,other,,,,
2008-11,CA,California,OTH,other,,,,
2008-12,AL,Alabama,OTH,other,,,,
2009-10,MN,Minnesota,OTH,other,,,,
2009-10,MS,Mississippi,OTH,other,,,,
2009-10,MO,Missouri,OTH,other,,,,
2009-10,MT,Montana,OTH,other,,,,
2009-10,NE,Nebraska,OTH,other,,,,
2009-10,NV,Nevada,OTH,other,,,,
2009-10,NH,New Hampshire,OTH,other,,,,
2009-10,NJ,New Jersey,OTH,other,,,,
2009-12,CT,Connecticut,OTH,other,,,,
2008-08,NH,New Hampshire,OTH,other,,,,
2008-08,NJ,New Jersey,OTH,other,,,,
2008-08,NM,New Mexico,OTH,other,,,,
2008-09,ID,Idaho,OTH,other,,,,
2008-09,IL,Illinois,OTH,other,,,,
2008-09,IN,Indiana,OTH,other,,,,
2008-09,IA,Iowa,OTH,other,,,,
2008-09,KS,Kansas,OTH,other,,,,
2008-09,KY,Kentucky,OTH,other,,,,
2008-09,LA,Louisiana,OTH,other,,,,
2008-09,ME,Maine,OTH,other,,,,
2008-09,MD,Maryland,OTH,other,,,,
2008-09,MA,Massachusetts,OTH,other,,,,
2008-09,MI,Michigan,OTH,other,,,,
2008-09,MN,Minnesota,OTH,other,,,,
2010-07,TN,Tennessee,OTH,other,,,,
2010-07,TX,Texas,OTH,other,,,,
2010-07,UT,Utah,OTH,other,,,,
2010-07,VT,Vermont,OTH,other,,,,
2010-07,VA,Virginia,OTH,other,,,,
2010-07,WA,Washington,OTH,other,,,,
2010-07,WV,West Virginia,OTH,other,,,,
2010-10,SAT,South Atlantic,OTH,other,,,,
2010-10,ESC,East South Central,OTH,other,,,,
2010-10,WSC,West South Central,OTH,other,,,,
2010-10,OH,Ohio,OTH,other,,,,
2010-10,OK,Oklahoma,OTH,other,,,,
2010-11,HI,Hawaii,OTH,other,,,,
2010-11,ID,Idaho,OTH,other,,,,
2010-11,IL,Illinois,OTH,other,,,,
2010-11,IN,Indiana,OTH,other,,,,
2010-11,IA,Iowa,OTH,other,,,,
2010-12,AR,Arkansas,OTH,other,,,,
2010-07,WI,Wisconsin,OTH,other,,,,
2010-07,WY,Wyoming,OTH,other,,,,
2010-12,ID,Idaho,OTH,other,,,,
2010-10,NE,Nebraska,OTH,other,,,,
2010-10,NV,Nevada,OTH,other,,,,
2010-10,NH,New Hampshire,OTH,other,,,,
2010-10,NJ,New Jersey,OTH,other,,,,
2010-10,NM,New Mexico,OTH,other,,,,
2010-10,NY,New York,OTH,other,,,,
2010-10,NC,North Carolina,OTH,other,,,,
2010-10,ND,North Dakota,OTH,other,,,,
2008-10,AK,Alaska,OTH,other,,,,
2008-10,AZ,Arizona,OTH,other,,,,
2008-10,AR,Arkansas,OTH,other,,,,
2008-11,AL,Alabama,OTH,other,,,,
2010-11,NE,Nebraska,OTH,other,,,,
2010-12,DE,Delaware,OTH,other,,,,
2010-12,DC,District of Columbia,OTH,other,,,,
2010-12,FL,Florida,OTH,other,,,,
2010-12,GA,Georgia,OTH,other,,,,
2010-12,HI,Hawaii,OTH,other,,,,
2010-05,IA,Iowa,OTH,other,,,,
2010-05,KS,Kansas,OTH,other,,,,
2010-05,KY,Kentucky,OTH,other,,,,
2008-03,CT,Connecticut,OTH,other,,,,
2008-03,DE,Delaware,OTH,other,,,,
2008-03,DC,District of Columbia,OTH,other,,,,
2008-03,FL,Florida,OTH,other,,,,
2008-03,GA,Georgia,OTH,other,,,,
2008-03,HI,Hawaii,OTH,other,,,,
2008-03,ID,Idaho,OTH,other,,,,
2008-03,IL,Illinois,OTH,other,,,,
2008-03,IN,Indiana,OTH,other,,,,
2008-03,IA,Iowa,OTH,other,,,,
2008-03,KS,Kansas,OTH,other,,,,
2008-03,KY,Kentucky,OTH,other,,,,
2008-03,LA,Louisiana,OTH,other,,,,
2008-03,ME,Maine,OTH,other,,,,
2008-03,MD,Maryland,OTH,other,,,,
2009-10,IL,Illinois,OTH,other,,,,
2009-10,IN,Indiana,OTH,other,,,,
2009-10,IA,Iowa,OTH,other,,,,
2009-10,KS,Kansas,OTH,other,,,,
2009-10,KY,Kentucky,OTH,other,,,,
2009-10,LA,Louisiana,OTH,other,,,,
2009-10,ME,Maine,OTH,other,,,,
2009-10,MD,Maryland,OTH,other,,,,
2009-10,MA,Massachusetts,OTH,other,,,,
2009-10,MI,Michigan,OTH,other,,,,
2009-11,CO,Colorado,OTH,other,,,,
2009-11,CT,Connecticut,OTH,other,,,,
2009-11,DE,Delaware,OTH,other,,,,
2009-11,DC,District of Columbia,OTH,other,,,,
2009-11,FL,Florida,OTH,other,,,,
2009-11,GA,Georgia,OTH,other,,,,
2009-11,HI,Hawaii,OTH,other,,,,
2009-11,ID,Idaho,OTH,other,,,,
2009-11,IL,Illinois,OTH,other,,,,
2009-11,IN,Indiana,OTH,other,,,,
2009-11,IA,Iowa,OTH,other,,,,
2009-12,AK,Alaska,OTH,other,,,,
2009-12,AZ,Arizona,OTH,other,,,,
2009-12,AR,Arkansas,OTH,other,,,,
2009-12,CA,California,OTH,other,,,,
2009-12,CO,Colorado,OTH,other,,,,
2008-08,LA,Louisiana,OTH,other,,,,
2008-08,ME,Maine,OTH,other,,,,
2008-08,MD,Maryland,OTH,other,,,,
2008-08,MA,Massachusetts,OTH,other,,,,
2008-08,MI,Michigan,OTH,other,,,,
2008-08,MN,Minnesota,OTH,other,,,,
2008-08,MS,Mississippi,OTH,other,,,,
2008-08,MO,Missouri,OTH,other,,,,
2008-08,MT,Montana,OTH,other,,,,
2008-08,NE,Nebraska,OTH,other,,,,
2008-09,DE,Delaware,OTH,other,,,,
2008-09,DC,District of Columbia,OTH,other,,,,
2008-09,FL,Florida,OTH,other,,,,
2008-09,GA,Georgia,OTH,other,,,,
2008-09,HI,Hawaii,OTH,other,,,,
2008-10,AL,Alabama,OTH,other,,,,
2009-09,PA,Pennsylvania,OTH,other,,,,
2009-09,RI,Rhode Island,OTH,other,,,,
2010-04,AK,Alaska,OTH,other,,,,
2010-04,AZ,Arizona,OTH,other,,,,
2010-04,AR,Arkansas,OTH,other,,,,
2010-04,CA,California,OTH,other,,,,
2010-04,CO,Colorado,OTH,other,,,,
2010-04,CT,Connecticut,OTH,other,,,,
2010-04,DE,Delaware,OTH,other,,,,
2010-04,DC,District of Columbia,OTH,other,,,,
2010-04,FL,Florida,OTH,other,,,,
2010-04,GA,Georgia,OTH,other,,,,
2010-11,OR,Oregon,OTH,other,,,,
2010-12,KS,Kansas,OTH,other,,,,
2010-12,KY,Kentucky,OTH,other,,,,
2010-01,WSC,West South Central,OTH,other,,,,
2010-01,MTN,Mountain,OTH,other,,,,
2010-01,PACC,Pacific Contiguous,OTH,other,,,,
2010-01,PACN,Pacific Noncontiguous,OTH,other,,,,
2010-01,US,U.S. Total,OTH,other,,,,
2010-04,HI,Hawaii,OTH,other,,,,
2010-04,ID,Idaho,OTH,other,,,,
2010-05,AL,Alabama,OTH,other,,,,
2010-05,AK,Alaska,OTH,other,,,,
2010-05,AZ,Arizona,OTH,other,,,,
2010-05,AR,Arkansas,OTH,other,,,,
2010-05,CA,California,OTH,other,,,,
2010-05,CO,Colorado,OTH,other,,,,
2010-06,AL,Alabama,OTH,other,,,,
2010-06,AK,Alaska,OTH,other,,,,
2010-06,AZ,Arizona,OTH,other,,,,
2010-07,SAT,South Atlantic,OTH,other,,,,
2010-07,ESC,East South Central,OTH,other,,,,
2010-07,WSC,West South Central,OTH,other,,,,
2010-07,MTN,Mountain,OTH,other,,,,
2010-07,PACC,Pacific Contiguous,OTH,other,,,,
2010-07,PACN,Pacific Noncontiguous,OTH,other,,,,
2010-11,ND,North Dakota,OTH,other,,,,
2010-11,OH,Ohio,OTH,other,,,,
2010-11,OK,Oklahoma,OTH,other,,,,
2009-09,SC,South Carolina,OTH,other,,,,
2009-09,SD,South Dakota,OTH,other,,,,
2009-09,TN,Tennessee,OTH,other,,,,
2009-09,TX,Texas,OTH,other,,,,
2009-09,UT,Utah,OTH,other,,,,
2009-09,VT,Vermont,OTH,other,,,,
2009-09,VA,Virginia,OTH,other,,,,
2009-09,WA,Washington,OTH,other,,,,
2009-09,WV,West Virginia,OTH,other,,,,
2009-09,WI,Wisconsin,OTH,other,,,,
2009-09,WY,Wyoming,OTH,other,,,,
2009-09,NEW,New England,OTH,other,,,,
2009-09,MAT,Middle Atlantic,OTH,other,,,,
2009-09,ENC,East North Central,OTH,other,,,,
2009-09,WNC,West North Central,OTH,other,,,,
2009-09,SAT,South Atlantic,OTH,other,,,,
2009-09,ESC,East South Central,OTH,other,,,,
2009-09,WSC,West South Central,OTH,other,,,,
2009-09,MTN,Mountain,OTH,other,,,,
2009-09,PACC,Pacific Contiguous,OTH,other,,,,
2009-09,PACN,Pacific Noncontiguous,OTH,other,,,,
2009-09,US,U.S. Total,OTH,other,,,,
2009-10,DC,District of Columbia,OTH,other,,,,
2009-10,FL,Florida,OTH,other,,,,
2009-10,GA,Georgia,OTH,other,,,,
2009-10,HI,Hawaii,OTH,other,,,,
2009-10,ID,Idaho,OTH,other,,,,
2009-11,AZ,Arizona,OTH,other,,,,
2009-11,AR,Arkansas,OTH,other,,,,
2009-11,CA,California,OTH,other,,,,
2009-12,AL,Alabama,OTH,other,,,,
2010-01,MAT,Middle Atlantic,OTH,other,,,,
2010-01,ENC,East North Central,OTH,other,,,,
2010-01,WNC,West North Central,OTH,other,,,,
2010-01,SAT,South Atlantic,OTH,other,,,,
2010-01,ESC,East South Central,OTH,other,,,,
2010-04,AL,Alabama,OTH,other,,,,
2010-07,NEW,New England,OTH,other,,,,
2010-07,MAT,Middle Atlantic,OTH,other,,,,
2010-07,ENC,East North Central,OTH,other,,,,
2010-07,WNC,West North Central,OTH,other,,,,
2010-11,NV,Nevada,OTH,other,,,,
2010-11,NH,New Hampshire,OTH,other,,,,
2010-11,NJ,New Jersey,OTH,other,,,,
2010-11,NM,New Mexico,OTH,other,,,,
2010-11,NY,New York,OTH,other,,,,
2010-11,NC,North Carolina,OTH,other,,,,
2010-12,IL,Illinois,OTH,other,,,,
2010-12,IN,Indiana,OTH,other,,,,
2010-12,IA,Iowa,OTH,other,,,,
2010-01,WA,Washington,OTH,other,,,,
2008-07,NEW,New England,OTH,other,,,,
2008-07,MAT,Middle Atlantic,OTH,other,,,,
2008-07,ENC,East North Central,OTH,other,,,,
2008-07,WNC,West North Central,OTH,other,,,,
2008-07,SAT,South Atlantic,OTH,other,,,,
2008-07,ESC,East South Central,OTH,other,,,,
2008-07,WSC,West South Central,OTH,other,,,,
2008-07,MTN,Mountain,OTH,other,,,,
2008-07,PACC,Pacific Contiguous,OTH,other,,,,
2008-07,PACN,Pacific Noncontiguous,OTH,other,,,,
2008-07,US,U.S. Total,OTH,other,,,,
2008-08,NV,Nevada,OTH,other,,,,
2010-01,WV,West Virginia,OTH,other,,,,
2010-01,WI,Wisconsin,OTH,other,,,,
2010-01,WY,Wyoming,OTH,other,,,,
2010-01,NEW,New England,OTH,other,,,,
2008-07,PA,Pennsylvania,OTH,other,,,,
2008-07,RI,Rhode Island,OTH,other,,,,
2008-07,SC,South Carolina,OTH,other,,,,
2008-07,SD,South Dakota,OTH,other,,,,
2008-07,TN,Tennessee,OTH,other,,,,
2008-07,TX,Texas,OTH,other,,,,
2008-07,UT,Utah,OTH,other,,,,
2008-07,VT,Vermont,OTH,other,,,,
2008-07,VA,Virginia,OTH,other,,,,
2008-07,WA,Washington,OTH,other,,,,
2008-07,WV,West Virginia,OTH,other,,,,
2008-07,WI,Wisconsin,OTH,other,,,,
2008-07,WY,Wyoming,OTH,other,,,,
2008-08,KY,Kentucky,OTH,other,,,,
2010-11,MAT,Middle Atlantic,OTH,other,,,,
